,party,votes.absoluteMajority,votes.constituenctyCounter,votes.mandates,votes.percentage,votes.presidents,votes.validVotesPercentage,votes.votes,county,district,availableMandates,blankVotes,blankVotesPercentage,displayMessage,hasNoVoting,nullVotes,nullVotesPercentage,numberParishes,numberVoters,percentageVoters,candidatos,year
147,IL,0,1,0,2.71,0,2.81,782,Ponta Delgada,Açores,0,659,2.29,,False,298,1.03,24,28834,44.22,LUÍS MIGUEL ALVES DE QUENTAL,2021
148,PAN,0,1,0,2.03,0,2.1,586,Ponta Delgada,Açores,0,659,2.29,,False,298,1.03,24,28834,44.22,DINARTE MANUEL ANDRADE PIMENTEL,2021
149,PCP-PEV,0,1,0,1.19,0,1.23,344,Ponta Delgada,Açores,0,659,2.29,,False,298,1.03,24,28834,44.22,RUI PEDRO SANTOS TEIXEIRA,2021
150,PPD/PSD,1,1,5,48.76,1,50.43,14059,Ponta Delgada,Açores,0,659,2.29,,False,298,1.03,24,28834,44.22,PEDRO MIGUEL DE MEDEIROS DO NASCIMENTO CABRAL,2021
151,PS,0,1,4,37.33,0,38.61,10763,Ponta Delgada,Açores,0,659,2.29,,False,298,1.03,24,28834,44.22,ANDRÉ MANUEL PEREIRA DE VIVEIROS,2021
152,CH,0,1,0,0.3,0,0.31,12,Povoação,Açores,0,36,0.91,,False,48,1.22,6,3945,62.1,ANTÓNIO FRANCO MEDEIROS MENDONÇA,2021
153,PCP-PEV,0,1,0,0.66,0,0.67,26,Povoação,Açores,0,36,0.91,,False,48,1.22,6,3945,62.1,VERA MÓNICA PACHECO CORREIA,2021
154,PPD/PSD,0,1,1,31.61,0,32.3,1247,Povoação,Açores,0,36,0.91,,False,48,1.22,6,3945,62.1,FRANCISCO MANUEL RAPOSO GASPAR,2021
155,PS,1,1,4,65.3,1,66.72,2576,Povoação,Açores,0,36,0.91,,False,48,1.22,6,3945,62.1,PADRO NUNO SOUSA MELO,2021
156,B.E.,0,1,0,1.85,0,1.89,287,Ribeira Grande,Açores,0,176,1.13,,False,183,1.18,14,15544,54.32,JÉSSICA COSTA PACHECO,2021
157,CH,0,1,0,1.54,0,1.58,240,Ribeira Grande,Açores,0,176,1.13,,False,183,1.18,14,15544,54.32,FERNANDO LUÍS HINTZE ATAÍDE MOTA,2021
158,PCP-PEV,0,1,0,0.8,0,0.82,124,Ribeira Grande,Açores,0,176,1.13,,False,183,1.18,14,15544,54.32,MARIA JUDITE PIMENTEL BARROS DA COSTA,2021
159,PPD/PSD,1,1,5,61.42,1,62.87,9547,Ribeira Grande,Açores,0,176,1.13,,False,183,1.18,14,15544,54.32,ALEXANDRE BRANCO GAUDÊNCIO,2021
160,PS,0,1,2,32.08,0,32.84,4987,Ribeira Grande,Açores,0,176,1.13,,False,183,1.18,14,15544,54.32,MARIA DE LURDES TEIXEIRA MOREIRA ALFINETE,2021
161,PPD/PSD.CDS-PP.PPM,1,1,3,57.21,1,59.68,1594,Santa Cruz da Graciosa,Açores,0,44,1.58,,False,71,2.55,4,2786,71.04,ANTÓNIO MANUEL RAMOS DOS REIS,2021
162,PS,0,1,2,38.66,0,40.32,1077,Santa Cruz da Graciosa,Açores,0,44,1.58,,False,71,2.55,4,2786,71.04,JOSÉ MANUEL GREGÓRIO DE ÁVILA,2021
163,PPD/PSD.PPM.CDS-PP,0,1,2,35.01,0,36.15,453,Santa Cruz das Flores,Açores,0,23,1.78,,False,18,1.39,4,1294,70.67,RICARDO BEATO GOMES VIEIRA,2021
164,PS,1,1,3,61.82,1,63.85,800,Santa Cruz das Flores,Açores,0,23,1.78,,False,18,1.39,4,1294,70.67,JOSÉ CARLOS PIMENTEL MENDES,2021
165,PPD/PSD,1,1,3,60.89,1,63.0,1381,São Roque do Pico,Açores,0,44,1.94,,False,32,1.41,5,2268,70.11,LUÍS FILIPE RAMOS MACEDO DA SILVA,2021
166,PS,0,1,2,35.76,0,37.0,811,São Roque do Pico,Açores,0,44,1.94,,False,32,1.41,5,2268,70.11,MARK ANTHONY SILVEIRA,2021
167,CDS-PP,1,1,4,66.34,1,70.89,2077,Velas,Açores,0,141,4.5,,False,60,1.92,6,3131,63.01,LUÍS VIRGÍLIO DE SOUSA DA SILVEIRA,2021
168,PS,0,1,1,27.24,0,29.11,853,Velas,Açores,0,141,4.5,,False,60,1.92,6,3131,63.01,RUI MIGUEL VIEIRA DE SEQUEIRA,2021
169,CH,0,1,0,1.17,0,1.2,66,Vila Franca do Campo,Açores,0,92,1.63,,False,81,1.43,6,5654,54.07,JOSÉ ANTÓNIO FERREIRA DE MATOS,2021
170,PCP-PEV,0,1,0,0.71,0,0.73,40,Vila Franca do Campo,Açores,0,92,1.63,,False,81,1.43,6,5654,54.07,NUNO MIGUEL MOURA MENDONÇA E COSTA,2021
171,PPD/PSD,0,1,3,44.82,0,46.23,2534,Vila Franca do Campo,Açores,0,92,1.63,,False,81,1.43,6,5654,54.07,EMANUEL DE SOUSA MEDEIROS,2021
172,PS,1,1,4,50.25,1,51.83,2841,Vila Franca do Campo,Açores,0,92,1.63,,False,81,1.43,6,5654,54.07,RICARDO MANUEL DE AMARAL RODRIGUES,2021
173,B.E.,0,1,0,0.83,0,0.86,88,Vila da Praia da Vitória,Açores,0,248,2.33,,False,110,1.03,11,10631,54.89,JOANA PRENDA BETENCOUT,2021
174,CH,0,1,0,1.33,0,1.37,141,Vila da Praia da Vitória,Açores,0,248,2.33,,False,110,1.03,11,10631,54.89,TIAGO MIGUEL DE J. AZEVEDO,2021
175,PCP-PEV,0,1,0,0.68,0,0.7,72,Vila da Praia da Vitória,Açores,0,248,2.33,,False,110,1.03,11,10631,54.89,ANTÓNIO GABRIEL BOTELHO DA FONSECA,2021
176,PPD/PSD.CDS-PP,1,1,4,43.91,1,45.44,4668,Vila da Praia da Vitória,Açores,0,248,2.33,,False,110,1.03,11,10631,54.89,VÂNIA MARISA BORGES FIGUEIREDO FERREIRA,2021
177,PS,0,1,3,40.49,0,41.9,4304,Vila da Praia da Vitória,Açores,0,248,2.33,,False,110,1.03,11,10631,54.89,BERTO JOSÉ BRANCO MESSIAS,2021
178,PV,0,1,0,9.41,0,9.73,1000,Vila da Praia da Vitória,Açores,0,248,2.33,,False,110,1.03,11,10631,54.89,TIAGO LÚCIO BORGES DE MENESES ORMONDE,2021
179,B.E.,0,1,0,4.14,0,4.27,125,Vila do Porto,Açores,0,61,2.02,,False,30,0.99,5,3021,55.98,PEDRO GASPAR AMARAL,2021
180,PCP-PEV,0,1,0,1.06,0,1.09,32,Vila do Porto,Açores,0,61,2.02,,False,30,0.99,5,3021,55.98,DULCE MARISA ANTUNES CORREIA,2021
181,PPD/PSD,0,1,2,34.59,0,35.67,1045,Vila do Porto,Açores,0,61,2.02,,False,30,0.99,5,3021,55.98,MÁRIO JORGE CABRAL COUTINHO VENTURA DOS REIS,2021
182,PS,1,1,3,57.2,1,58.98,1728,Vila do Porto,Açores,0,61,2.02,,False,30,0.99,5,3021,55.98,BÁRBARA PEREIRA TORRES DE MEDEIROS CHAVES,2021
183,CH,0,1,0,1.52,0,1.56,83,Aljustrel,Beja,0,60,1.1,,False,67,1.23,4,5452,68.75,NICHOLAS MENDONÇA DE ALMEIDA,2021
184,PCP-PEV,0,1,2,45.91,0,47.0,2503,Aljustrel,Beja,0,60,1.1,,False,67,1.23,4,5452,68.75,FERNANDO MANUEL BATISTA DE BRITO RUAS,2021
185,PPD/PSD.CDS-PP.PPM.A,0,1,0,2.7,0,2.76,147,Aljustrel,Beja,0,60,1.1,,False,67,1.23,4,5452,68.75,ANA MARGARIDA BATISTA CARVALHAIS MORAIS DE ALMEIDA,2021
186,PS,1,1,3,47.54,1,48.68,2592,Aljustrel,Beja,0,60,1.1,,False,67,1.23,4,5452,68.75,CARLOS MIGUEL CASTANHO ESPADA TELES,2021
187,B.E.,0,1,0,2.86,0,2.96,127,Almodôvar,Beja,0,69,1.55,,False,82,1.85,6,4438,71.96,ANA CRISTINA CORREIA FERREIRA,2021
188,PCP-PEV,0,1,0,1.69,0,1.75,75,Almodôvar,Beja,0,69,1.55,,False,82,1.85,6,4438,71.96,VITOR MANUEL GUERREIRO JACINTO,2021
189,PPD/PSD,0,1,1,21.2,0,21.95,941,Almodôvar,Beja,0,69,1.55,,False,82,1.85,6,4438,71.96,ANTÓNIO JOSÉ MESSIAS DO ROSÁRIO SEBASTIÃO,2021
190,PS,1,1,4,70.84,1,73.34,3144,Almodôvar,Beja,0,69,1.55,,False,82,1.85,6,4438,71.96,ANTÓNIO MANUEL ASCENÇÃO MESTRE BOTA,2021
191,PCP-PEV,0,1,2,34.26,0,35.8,454,Alvito,Beja,0,22,1.66,,False,35,2.64,2,1325,69.44,ANTÓNIO JOÃO FEIO VALÉRIO,2021
192,PPD/PSD.CDS-PP.A,0,1,0,11.77,0,12.3,156,Alvito,Beja,0,22,1.66,,False,35,2.64,2,1325,69.44,PEDRO JOSÉ GONÇALVES GARCIA CARVALHO PENEDO,2021
193,PS,1,1,3,49.66,1,51.89,658,Alvito,Beja,0,22,1.66,,False,35,2.64,2,1325,69.44,JOSÉ MANUELCARVALHO PENEDO MARTINS EFIGÉNIO,2021
194,PCP-PEV,0,1,2,46.5,1,48.04,465,Barrancos,Beja,0,20,2.0,,False,12,1.2,1,1000,76.34,LEONEL CAÇADOR RODRIGUES,2021
195,PPD/PSD.CDS-PP,0,1,1,15.5,0,16.01,155,Barrancos,Beja,0,20,2.0,,False,12,1.2,1,1000,76.34,DALILA DE FÁTIMA MARTINS GUERRA,2021
196,PS,0,1,2,34.8,0,35.95,348,Barrancos,Beja,0,20,2.0,,False,12,1.2,1,1000,76.34,JOSÉ DOMINGOS MENDES MARQUES,2021
197,B.E.,0,1,0,1.69,0,1.73,274,Beja,Beja,0,230,1.42,,False,152,0.94,12,16189,56.26,GONÇALO MARTINS MONTEIRO,2021
198,CH,0,1,0,5.44,0,5.57,880,Beja,Beja,0,230,1.42,,False,152,0.94,12,16189,56.26,PEDRO MIGUEL SOARES PINTO,2021
199,PCP-PEV,0,1,3,32.84,0,33.64,5317,Beja,Beja,0,230,1.42,,False,152,0.94,12,16189,56.26,VITOR MANUEL GOMES BAIA SANTOS PICADO,2021
200,PPD/PSD.CDS-PP.PPM.IL.A,0,1,1,18.53,0,18.98,3000,Beja,Beja,0,230,1.42,,False,152,0.94,12,16189,56.26,NUNO FERNANDO MONTES PALMA FERRO,2021
201,PS,0,1,3,39.14,1,40.08,6336,Beja,Beja,0,230,1.42,,False,152,0.94,12,16189,56.26,PAULO JORGE LÚCIO ARSÉNIO,2021
202,B.E.,0,1,0,1.37,0,1.41,54,Castro Verde,Beja,0,66,1.67,,False,43,1.09,4,3952,65.06,LÚCIA PEREIRA DA CUNHA,2021
203,CDS-PP,0,1,0,1.75,0,1.8,69,Castro Verde,Beja,0,66,1.67,,False,43,1.09,4,3952,65.06,LUÍS MIGUEL CABRAL DE SOUSA ARAGÃO,2021
204,PCP-PEV,0,1,2,35.7,0,36.72,1411,Castro Verde,Beja,0,66,1.67,,False,43,1.09,4,3952,65.06,MARIA DE FÁTIMA FIALHO SILVA,2021
205,PS,1,1,3,58.43,1,60.08,2309,Castro Verde,Beja,0,66,1.67,,False,43,1.09,4,3952,65.06,ANTÓNIO JOSÉ ROSA DE BRITO,2021
206,PCP-PEV,1,1,3,56.1,1,58.73,1517,Cuba,Beja,0,75,2.77,,False,46,1.7,4,2704,73.54,JOÃO MANUEL CASACA PORTUGUÊS,2021
207,PPD/PSD.CDS-PP.PPM,0,1,0,2.14,0,2.25,58,Cuba,Beja,0,75,2.77,,False,46,1.7,4,2704,73.54,CLARISSE DE JESUS SILVA MOTA BATISTA,2021
208,PS,0,1,2,37.28,0,39.02,1008,Cuba,Beja,0,75,2.77,,False,46,1.7,4,2704,73.54,MARIA JULIETA ZAMBUJEIRO BURRICA CANIÇO,2021
209,B.E.,0,1,0,8.48,0,8.89,309,Ferreira do Alentejo,Beja,0,119,3.26,,False,50,1.37,4,3645,56.96,JOSÉ LUCÍLIO SEGISMUNDO ESTEVES,2021
210,CH,0,1,0,8.4,0,8.8,306,Ferreira do Alentejo,Beja,0,119,3.26,,False,50,1.37,4,3645,56.96,OCTÁVIO JORGE FILHÓ MATOS DA COSTA,2021
211,PCP-PEV,0,1,2,28.92,0,30.32,1054,Ferreira do Alentejo,Beja,0,119,3.26,,False,50,1.37,4,3645,56.96,JOSÉ JOÃO LANÇA GUERREIRO,2021
212,PPD/PSD.CDS-PP,0,1,0,3.54,0,3.71,129,Ferreira do Alentejo,Beja,0,119,3.26,,False,50,1.37,4,3645,56.96,JOSÉ MANUEL CAPELO PEREIRA,2021
213,PS,1,1,3,46.04,1,48.27,1678,Ferreira do Alentejo,Beja,0,119,3.26,,False,50,1.37,4,3645,56.96,LUÍS ANTÓNIO PITA AMEIXA,2021
214,CH,0,1,1,14.35,0,14.73,1001,Moura,Beja,0,118,1.69,,False,65,0.93,5,6978,58.04,CIDÁLIA ISABEL FLOREANO FIGUEIRA,2021
215,PCP-PEV,0,1,3,38.97,0,40.01,2719,Moura,Beja,0,118,1.69,,False,65,0.93,5,6978,58.04,ANDRÉ ALBINO LINHAS RÔXAS,2021
216,PPD/PSD.CDS-PP.A,0,1,0,3.75,0,3.86,262,Moura,Beja,0,118,1.69,,False,65,0.93,5,6978,58.04,LUÍS SALVADOR MARTINS FIALHO ACABADO,2021
217,PS,0,1,3,40.31,1,41.4,2813,Moura,Beja,0,118,1.69,,False,65,0.93,5,6978,58.04,ÁLVARO JOSÉ PATO AZEDO,2021
218,CH,0,1,0,1.2,0,1.24,51,Mértola,Beja,0,68,1.6,,False,70,1.65,7,4251,72.63,PAULO JORGE LEMOS DOS SANTOS,2021
219,MCDM,0,1,0,2.42,0,2.5,103,Mértola,Beja,0,68,1.6,,False,70,1.65,7,4251,72.63,TERESA MARIA VIEIRA MENDES SEQUEIRA,2021
220,NC/RIR,0,1,0,8.99,0,9.29,382,Mértola,Beja,0,68,1.6,,False,70,1.65,7,4251,72.63,JORGE PULIDO VALENTE,2021
221,PCP-PEV,0,1,1,26.53,0,27.43,1128,Mértola,Beja,0,68,1.6,,False,70,1.65,7,4251,72.63,LUÍS MIGUEL BRAZ MORAIS COSTA,2021
222,PS,1,1,4,57.61,1,59.54,2449,Mértola,Beja,0,68,1.6,,False,70,1.65,7,4251,72.63,MÁRIO JOSÉ SANTOS TOMÉ,2021
223,B.E.,0,1,0,6.59,0,6.94,788,Odemira,Beja,0,327,2.74,,False,270,2.26,13,11952,58.73,PEDRO MIGUEL BERNARDINO GONÇALVES,2021
224,CH,0,1,0,3.56,0,3.75,426,Odemira,Beja,0,327,2.74,,False,270,2.26,13,11952,58.73,RUI MANUEL PATRÃO AREIAS,2021
225,IL,0,1,0,4.46,0,4.69,533,Odemira,Beja,0,327,2.74,,False,270,2.26,13,11952,58.73,PEDRO MARIA ULTRA MACHADO PINTO LEITE,2021
226,PCP-PEV,0,1,2,27.41,0,28.85,3276,Odemira,Beja,0,327,2.74,,False,270,2.26,13,11952,58.73,SARA CRISTINA RAMOS MARCELINO,2021
227,PPD/PSD.CDS-PP,0,1,0,6.32,0,6.65,755,Odemira,Beja,0,327,2.74,,False,270,2.26,13,11952,58.73,ARMÉNIO GUERREIRO SIMÃO,2021
228,PS,1,1,5,46.66,1,49.11,5577,Odemira,Beja,0,327,2.74,,False,270,2.26,13,11952,58.73,HÉLDER ANTÓNIO GUERREIRO,2021
229,CH,0,1,0,3.2,0,3.31,105,Ourique,Beja,0,61,1.86,,False,44,1.34,4,3277,76.3,IDALETE DE JESUS ALVES PEREIRA DE BRITO,2021
230,PCP-PEV,0,1,0,4.55,0,4.7,149,Ourique,Beja,0,61,1.86,,False,44,1.34,4,3277,76.3,JOAQUIM ANTÓNIO REGO BARBIO,2021
231,PPD/PSD,0,1,2,35.95,0,37.14,1178,Ourique,Beja,0,61,1.86,,False,44,1.34,4,3277,76.3,GONÇALO NUNO RAIO VALENTE E HENRIQUE,2021
232,PS,1,1,3,53.1,1,54.85,1740,Ourique,Beja,0,61,1.86,,False,44,1.34,4,3277,76.3,MARCELO DAVID COELHO GUERREIRO,2021
233,B.E.,0,1,0,2.39,0,2.5,170,Serpa,Beja,0,123,1.73,,False,165,2.32,5,7100,56.85,GUIDA MARIA DE JESUS ASCENSÃO,2021
234,CH,0,1,1,14.97,0,15.6,1063,Serpa,Beja,0,123,1.73,,False,165,2.32,5,7100,56.85,ANA CRISTINA VÉSTIA MOISÃO,2021
235,PCP-PEV,1,1,4,43.07,1,44.89,3058,Serpa,Beja,0,123,1.73,,False,165,2.32,5,7100,56.85,JOÃO FRANCISCO EFIGÉNIO PALMA,2021
236,PPD/PSD.CDS-PP,0,1,0,4.51,0,4.7,320,Serpa,Beja,0,123,1.73,,False,165,2.32,5,7100,56.85,JOSÉ DAMIÃO MARTINS TORRÃO FÉLIX,2021
237,PS,0,1,2,31.0,0,32.31,2201,Serpa,Beja,0,123,1.73,,False,165,2.32,5,7100,56.85,TOMÉ GUERREIRO PANAZEITE,2021
238,MC,0,1,1,24.28,0,25.25,772,Vidigueira,Beja,0,50,1.57,,False,73,2.3,4,3180,68.11,MANUEL LUIS DA ROSA NARRA,2021
239,PCP-PEV,1,1,3,48.58,1,50.54,1545,Vidigueira,Beja,0,50,1.57,,False,73,2.3,4,3180,68.11,RUI MANUEL SERRANO RAPOSO,2021
240,PS,0,1,1,23.27,0,24.21,740,Vidigueira,Beja,0,50,1.57,,False,73,2.3,4,3180,68.11,FRANCISCO JOSÉ DAVID SOARES,2021
241,CH,0,1,0,8.09,0,8.51,902,Amares,Braga,0,353,3.17,,False,195,1.75,16,11152,64.06,JOSÉ MANUEL FARIA DA SILVA,2021
242,PCP-PEV,0,1,0,2.75,0,2.9,307,Amares,Braga,0,353,3.17,,False,195,1.75,16,11152,64.06,MANUEL JOAQUIM GONÇALVES DA SILVA,2021
243,PPD/PSD.CDS-PP,1,1,4,51.95,1,54.63,5793,Amares,Braga,0,353,3.17,,False,195,1.75,16,11152,64.06,MANUEL DA ROCHA MOREIRA,2021
244,PS,0,1,3,32.3,0,33.97,3602,Amares,Braga,0,353,3.17,,False,195,1.75,16,11152,64.06,EMANUEL AUGUSTO DA SILVA MAGALHÃES,2021
245,B.E.,0,1,0,2.27,0,2.38,1688,Barcelos,Braga,0,2304,3.1,,False,1133,1.52,61,74368,70.0,MANUEL CARLOS FERREIRA DA SILVA,2021
246,CH,0,1,0,3.74,0,3.92,2780,Barcelos,Braga,0,2304,3.1,,False,1133,1.52,61,74368,70.0,AGOSTINHO JORGE MARINHO LOPES DA MOTA,2021
247,MAS,0,1,0,0.69,0,0.72,511,Barcelos,Braga,0,2304,3.1,,False,1133,1.52,61,74368,70.0,VASCO MANUEL DOS SANTOS,2021
248,PCP-PEV,0,1,0,1.67,0,1.75,1243,Barcelos,Braga,0,2304,3.1,,False,1133,1.52,61,74368,70.0,MÁRIO JORGE GOMES DE FIGUEIREDO,2021
249,PPD/PSD.CDS-PP,1,1,6,45.39,1,47.59,33753,Barcelos,Braga,0,2304,3.1,,False,1133,1.52,61,74368,70.0,MÁRIO CONSTANTINO ARAÚJO LEITE DA SILVA LOPES,2021
250,PS,0,1,5,37.16,0,38.96,27633,Barcelos,Braga,0,2304,3.1,,False,1133,1.52,61,74368,70.0,HORÁCIO RODRIGUES DE OLIVEIRA BARRA,2021
251,TB,0,1,0,4.47,0,4.68,3323,Barcelos,Braga,0,2304,3.1,,False,1133,1.52,61,74368,70.0,JOSÉ PAULO CARDOSO TEIXEIRA,2021
252,B.E.,0,1,0,4.2,0,4.4,3974,Braga,Braga,0,3009,3.18,,False,1305,1.38,37,94621,56.94,MARIA ALEXANDRA NOGUEIRA VIEIRA,2021
253,CH,0,1,0,4.66,0,4.88,4411,Braga,Braga,0,3009,3.18,,False,1305,1.38,37,94621,56.94,EUGÉNIA FERNANDA SALES TEIXEIRA DOS SANTOS,2021
254,IL,0,1,0,2.92,0,3.06,2766,Braga,Braga,0,3009,3.18,,False,1305,1.38,37,94621,56.94,OLGA MARIA DE OLIVEIRA BAPTISTA,2021
255,L,0,1,0,0.61,0,0.63,573,Braga,Braga,0,3009,3.18,,False,1305,1.38,37,94621,56.94,TERESA SALOMÉ ALVES DA MOTA,2021
256,PAN,0,1,0,2.74,0,2.87,2593,Braga,Braga,0,3009,3.18,,False,1305,1.38,37,94621,56.94,JÚLIO RAFAEL LEITE PINTO,2021
257,PCP-PEV,0,1,1,6.72,0,7.05,6363,Braga,Braga,0,3009,3.18,,False,1305,1.38,37,94621,56.94,BÁRBARA SECO DE BARROS,2021
258,PPD/PSD.CDS-PP.PPM.A,1,1,6,42.89,1,44.94,40585,Braga,Braga,0,3009,3.18,,False,1305,1.38,37,94621,56.94,RICARDO BRUNO ANTUNES MACHADO RIO,2021
259,PS,0,1,4,30.69,0,32.16,29042,Braga,Braga,0,3009,3.18,,False,1305,1.38,37,94621,56.94,HUGO ALEXANDRE POLIDO PIRES,2021
260,CH,0,1,0,0.76,0,0.78,85,Cabeceiras de Basto,Braga,0,115,1.03,,False,168,1.5,12,11203,66.22,PAULO ALEXANDRE MATOS PIMENTA,2021
261,IPC,0,1,2,26.56,0,27.24,2975,Cabeceiras de Basto,Braga,0,115,1.03,,False,168,1.5,12,11203,66.22,JORGE AGOSTINHO BORGES MACHADO,2021
262,PCP-PEV,0,1,0,0.74,0,0.76,83,Cabeceiras de Basto,Braga,0,115,1.03,,False,168,1.5,12,11203,66.22,AGOSTINHO AGUIAR DE CARVALHO,2021
263,PPD/PSD.CDS-PP,0,1,2,27.33,0,28.04,3062,Cabeceiras de Basto,Braga,0,115,1.03,,False,168,1.5,12,11203,66.22,MANUEL ANTÓNIO MENDES TEIXEIRA,2021
264,PS,0,1,3,42.09,1,43.18,4715,Cabeceiras de Basto,Braga,0,115,1.03,,False,168,1.5,12,11203,66.22,FRANCISCO LUÍS TEIXEIRA ALVES,2021
265,CDS-PP,0,1,0,1.22,0,1.25,150,Celorico de Basto,Braga,0,120,0.98,,False,146,1.19,15,12293,70.01,ISABEL MARIA MARINHO VAZ DE FREITAS,2021
266,CH,0,1,0,0.82,0,0.84,101,Celorico de Basto,Braga,0,120,0.98,,False,146,1.19,15,12293,70.01,HUGO ANDRÉ PINTO FANGUEIRO,2021
267,CIC,0,1,1,12.17,0,12.44,1496,Celorico de Basto,Braga,0,120,0.98,,False,146,1.19,15,12293,70.01,CARLOS ALBERTO GOMES DIAS GUIMARÃES,2021
268,PCP-PEV,0,1,0,0.95,0,0.97,117,Celorico de Basto,Braga,0,120,0.98,,False,146,1.19,15,12293,70.01,LUIS HEITOR DA SILVA PIRES MARINHO,2021
269,PPD/PSD,0,1,3,44.8,1,45.79,5507,Celorico de Basto,Braga,0,120,0.98,,False,146,1.19,15,12293,70.01,JOSÉ ANTÓNIO PEIXOTO LIMA,2021
270,PS,0,1,3,37.88,0,38.71,4656,Celorico de Basto,Braga,0,120,0.98,,False,146,1.19,15,12293,70.01,MANUEL MARIA DE ARAUJO LOPES MACHADO,2021
271,CDS-PP,0,1,0,9.48,0,10.07,1866,Esposende,Braga,0,801,4.07,,False,350,1.78,9,19686,59.77,JOSÉ PAULO AREIA DE CARVALHO,2021
272,CH,0,1,0,3.77,0,4.01,743,Esposende,Braga,0,801,4.07,,False,350,1.78,9,19686,59.77,PAULO ALEXANDRE REIS MARTINS,2021
273,PCP-PEV,0,1,0,3.42,0,3.64,674,Esposende,Braga,0,801,4.07,,False,350,1.78,9,19686,59.77,ISABEL MARIA CONTENTE DE VINHA NOVAIS,2021
274,PPD/PSD,1,1,6,58.41,1,62.04,11499,Esposende,Braga,0,801,4.07,,False,350,1.78,9,19686,59.77,ANTÓNIO BENJAMIM DA COSTA PEREIRA,2021
275,PS,0,1,1,19.06,0,20.25,3753,Esposende,Braga,0,801,4.07,,False,350,1.78,9,19686,59.77,LUÍS ANTÓNIO SEQUEIRA PEIXOTO,2021
276,CDS-PP,0,1,0,3.28,0,3.46,991,Fafe,Braga,0,1061,3.51,,False,552,1.82,25,30247,60.94,IAZALDE MOISÉS LACÁ MARTINS,2021
277,CH,0,1,0,4.09,0,4.32,1237,Fafe,Braga,0,1061,3.51,,False,552,1.82,25,30247,60.94,RICARDO JORGE FERREIRA GOMES DA COSTA,2021
278,NC,0,1,0,4.87,0,5.14,1473,Fafe,Braga,0,1061,3.51,,False,552,1.82,25,30247,60.94,JOSÉ MARCELO MENDES FREITAS,2021
279,PCP-PEV,0,1,0,3.93,0,4.15,1188,Fafe,Braga,0,1061,3.51,,False,552,1.82,25,30247,60.94,ALEXANDRE DIAS LEITE,2021
280,PPD/PSD,0,1,2,24.71,0,26.11,7475,Fafe,Braga,0,1061,3.51,,False,552,1.82,25,30247,60.94,RUI SANDRO NOVAIS DA SILVA,2021
281,PS,1,1,5,53.79,1,56.82,16270,Fafe,Braga,0,1061,3.51,,False,552,1.82,25,30247,60.94,ANTERO DA SILVA OLIVEIRA BARBOSA FERNANDES,2021
282,B.E.,0,1,0,2.48,0,2.57,2256,Guimarães,Braga,0,2258,2.48,,False,847,0.93,48,90889,63.58,LUIS FERNANDO ALMEIDA MACHADO PINTO LISBOA,2021
283,CH,0,1,0,3.28,0,3.39,2977,Guimarães,Braga,0,2258,2.48,,False,847,0.93,48,90889,63.58,ADÃO HENRIQUE SALDANHA RIBEIRO,2021
284,IL,0,1,0,1.78,0,1.84,1619,Guimarães,Braga,0,2258,2.48,,False,847,0.93,48,90889,63.58,GIL FERNANDES TEIXEIRA LEITÃO,2021
285,PAN,0,1,0,1.27,0,1.31,1151,Guimarães,Braga,0,2258,2.48,,False,847,0.93,48,90889,63.58,RUI MIGUEL DOS SANTOS ROCHA,2021
286,PCP-PEV,0,1,0,5.53,0,5.73,5028,Guimarães,Braga,0,2258,2.48,,False,847,0.93,48,90889,63.58,MARIANA DA CONCEIÇÃO PEREIRA DA SILVA,2021
287,PPD/PSD.CDS-PP,0,1,4,34.18,0,35.39,31069,Guimarães,Braga,0,2258,2.48,,False,847,0.93,48,90889,63.58,BRUNO ALBERTO VIEIRA FERNANDES,2021
288,PS,1,1,7,48.06,1,49.76,43684,Guimarães,Braga,0,2258,2.48,,False,847,0.93,48,90889,63.58,DOMINGOS BRAGANÇA SALGADO,2021
289,B.E.,0,1,0,0.58,0,0.6,90,Póvoa de Lanhoso,Braga,0,247,1.59,,False,146,0.94,22,15494,70.96,PAULO JORGE LOPES DA SILVA,2021
290,CDS-PP,0,1,0,1.25,0,1.28,194,Póvoa de Lanhoso,Braga,0,247,1.59,,False,146,0.94,22,15494,70.96,JOÃO MANUEL DA SILVA PINHEIRO,2021
291,CH,0,1,0,0.79,0,0.81,123,Póvoa de Lanhoso,Braga,0,247,1.59,,False,146,0.94,22,15494,70.96,CARLOS ALBERTO BARBOSA VIEIRA PINTO,2021
292,NC,0,1,0,0.21,0,0.21,32,Póvoa de Lanhoso,Braga,0,247,1.59,,False,146,0.94,22,15494,70.96,JOSÉ MANUEL MACEDO BARROS,2021
293,PCP-PEV,0,1,0,0.45,0,0.46,69,Póvoa de Lanhoso,Braga,0,247,1.59,,False,146,0.94,22,15494,70.96,ANTÓNIO AUGUSTO TEIXEIRA NOGUEIRA,2021
294,PPD/PSD,0,1,3,46.3,0,47.51,7174,Póvoa de Lanhoso,Braga,0,247,1.59,,False,146,0.94,22,15494,70.96,AVELINO ADRIANO GASPAR DA SILVA,2021
295,PS,1,1,4,47.88,1,49.13,7419,Póvoa de Lanhoso,Braga,0,247,1.59,,False,146,0.94,22,15494,70.96,FREDERICO DE OLIVEIRA CASTRO,2021
